Date,Adj Close
2018-07-11,97.55752563476562
2018-07-12,98.59674072265625
2018-07-13,98.1810531616211
2018-07-16,97.16162872314453
2018-07-17,98.55715942382812
2018-07-18,97.76536560058594
2018-07-19,102.13996887207031
2018-07-20,100.24959564208984
2018-07-23,102.0805892944336
2018-07-24,102.48638153076172
2018-07-25,102.47647857666016
2018-07-26,102.72391510009766
2018-07-27,101.69458770751953
2018-07-30,100.76425170898438
2018-07-31,101.5263442993164
2018-08-01,100.9522933959961
2018-08-02,100.4079360961914
2018-08-03,100.3287582397461
2018-08-06,101.25910949707031
2018-08-07,101.20963287353516
2018-08-08,100.9028091430664
2018-08-09,100.66527557373047
2018-08-10,99.29945373535156
2018-08-13,98.83428955078125
2018-08-14,99.75472259521484
2018-08-15,99.06190490722656
2018-08-16,99.44791412353516
2018-08-17,99.67554473876953
2018-08-20,99.546875
2018-08-21,99.57658386230469
2018-08-22,99.65575408935547
2018-08-23,98.72541809082031
2018-08-24,99.12130737304688
2018-08-27,101.40756225585938
2018-08-28,101.64511108398438
2018-08-29,102.59525299072266
2018-08-30,101.95193481445312
2018-08-31,102.47647857666016
2018-09-04,102.48638153076172
2018-09-05,102.94165802001953
2018-09-06,103.52559661865234
2018-09-07,103.58499145507812
2018-09-10,104.0501480102539
2018-09-11,104.16890716552734
2018-09-12,104.70336151123047
2018-09-13,106.31661224365234
2018-09-14,105.77227783203125
2018-09-17,104.88151550292969
2018-09-18,105.66341400146484
2018-09-19,106.40569305419922
2018-09-20,106.86097717285156
2018-09-21,106.96984100341797
2018-09-24,106.722412109375
2018-09-25,106.91045379638672
2018-09-26,107.78143310546875
2018-09-27,107.22636413574219
2018-09-28,107.70213317871094
2018-10-01,108.32656860351562
2018-10-02,107.99948120117188
2018-10-03,107.57327270507812
2018-10-04,106.0567626953125
2018-10-05,106.03694915771484
2018-10-08,104.67901611328125
2018-10-09,105.78915405273438
2018-10-10,102.92461395263672
2018-10-11,100.37728118896484
2018-10-12,102.46866607666016
2018-10-15,101.0909194946289
2018-10-16,104.12394714355469
2018-10-17,104.03474426269531
2018-10-18,100.34754943847656
2018-10-19,99.50504302978516
2018-10-22,97.691162109375
2018-10-23,96.56121826171875
2018-10-24,94.96540069580078
2018-10-25,97.42353820800781
2018-10-26,96.28367614746094
2018-10-29,95.9962387084961
2018-10-30,96.85857391357422
2018-10-31,98.52376556396484
2018-11-01,99.63388061523438
2018-11-02,100.3574447631836
2018-11-05,100.86296081542969
2018-11-06,100.32772064208984
2018-11-07,103.15259552001953
2018-11-08,103.82659912109375
2018-11-09,103.46976470947266
2018-11-12,100.65481567382812
2018-11-13,99.6041488647461
2018-11-14,99.8519515991211
2018-11-15,100.7539291381836
2018-11-16,102.2902603149414
2018-11-19,100.40701293945312
2018-11-20,101.07110595703125
2018-11-21,102.03255462646484
2018-11-23,101.50724029541016
2018-11-26,102.36955261230469
2018-11-27,103.08321380615234
2018-11-28,106.02703094482422
2018-11-29,106.98848724365234
2018-11-30,108.57437133789062
2018-12-03,107.68231201171875
2018-12-04,105.36294555664062
2018-12-06,103.93563079833984
2018-12-07,100.97199249267578
2018-12-10,100.82330322265625
2018-12-11,100.42683410644531
2018-12-12,101.13058471679688
2018-12-13,101.59642791748047
2018-12-14,99.51493835449219
2018-12-17,99.48521423339844
2018-12-18,99.8321304321289
2018-12-19,99.76274108886719
2018-12-20,97.492919921875
2018-12-21,97.61186218261719
2018-12-24,94.01386260986328
2018-12-26,99.07881927490234
2018-12-27,100.76653289794922
2018-12-28,101.09414672851562
2018-12-31,102.37483215332031
2019-01-02,99.77376556396484
2019-01-03,96.9145736694336
2019-01-04,99.72411346435547
2019-01-07,100.13116455078125
2019-01-08,102.6825942993164
2019-01-09,103.60587310791016
2019-01-10,104.59864044189453
2019-01-11,104.49937438964844
2019-01-14,103.33782196044922
2019-01-15,104.28096008300781
2019-01-16,103.73493194580078
2019-01-17,104.80712127685547
2019-01-18,106.67353820800781
2019-01-22,105.64105224609375
2019-01-23,105.36308288574219
2019-01-24,105.2836685180664
2019-01-25,105.56163787841797
2019-01-28,105.2637939453125
2019-01-29,104.50928497314453
2019-01-30,108.22227478027344
2019-01-31,110.11846160888672
2019-02-01,108.51017761230469
2019-02-04,108.7980728149414
2019-02-05,108.71866607666016
2019-02-06,108.86758422851562
2019-02-07,107.80530548095703
2019-02-08,108.46053314208984
2019-02-11,108.88742065429688
2019-02-12,110.56521606445312
2019-02-13,110.41631317138672
2019-02-14,109.56251525878906
2019-02-15,110.43614959716797
2019-02-19,110.51557922363281
2019-02-20,111.38922119140625
2019-02-21,111.6175537109375
2019-02-22,112.65998077392578
2019-02-25,122.26009368896484
2019-02-26,122.31965637207031
2019-02-27,125.47667694091797
2019-02-28,126.10211944580078
2019-03-01,126.8467025756836
2019-03-04,124.98028564453125
2019-03-05,124.44418334960938
2019-03-06,123.73931884765625
2019-03-07,123.56062316894531
2019-03-08,124.13642883300781
2019-03-11,125.41710662841797
2019-03-12,126.51908874511719
2019-03-13,127.20410919189453
2019-03-14,127.18424987792969
2019-03-15,127.76004791259766
2019-03-18,127.14453887939453
2019-03-19,128.92161560058594
2019-03-20,128.80245971679688
2019-03-21,131.33404541015625
2019-03-22,128.75282287597656
2019-03-25,128.5244903564453
2019-03-26,130.13278198242188
2019-03-27,128.80245971679688
2019-03-28,129.07086181640625
2019-03-29,131.2379608154297
2019-04-01,131.0391387939453
2019-04-02,130.84033203125
2019-04-03,130.19418334960938
2019-04-04,129.69712829589844
2019-04-05,130.8105010986328
2019-04-08,131.16836547851562
2019-04-09,131.04908752441406
2019-04-10,130.72103881835938
2019-04-11,130.6514434814453
2019-04-12,130.8502655029297
2019-04-15,129.72695922851562
2019-04-16,127.42068481445312
2019-04-17,124.14024353027344
2019-04-18,126.01905059814453
2019-04-22,126.11846923828125
2019-04-23,127.0230712890625
2019-04-24,128.53407287597656
2019-04-25,129.6176300048828
2019-04-26,130.15440368652344
2019-04-29,130.5421142578125
2019-04-30,131.6554412841797
2019-05-01,130.78067016601562
2019-05-02,132.71913146972656
2019-05-03,133.7827911376953
2019-05-06,132.99746704101562
2019-05-07,129.95559692382812
2019-05-08,130.9397430419922
2019-05-09,130.5619659423828
2019-05-10,130.89996337890625
2019-05-13,128.69313049316406
2019-05-14,129.97547912597656
2019-05-15,130.27371215820312
2019-05-16,131.48648071289062
2019-05-17,130.32339477539062
2019-05-20,129.54803466796875
2019-05-21,129.43869018554688
2019-05-22,130.95960998535156
2019-05-23,130.8502655029297
2019-05-24,131.25782775878906
2019-05-28,129.35916137695312
2019-05-29,129.5082550048828
2019-05-30,131.6554412841797
2019-05-31,131.22799682617188
2019-06-03,131.13853454589844
2019-06-04,131.6654052734375
2019-06-05,133.405029296875
2019-06-06,134.12078857421875
2019-06-07,136.70538330078125
2019-06-10,137.1527099609375
2019-06-11,137.0930633544922
2019-06-12,137.94798278808594
2019-06-13,138.59413146972656
2019-06-14,138.80287170410156
2019-06-17,138.5245361328125
2019-06-18,140.17469787597656
2019-06-19,141.69561767578125
2019-06-20,142.79905700683594
2019-06-21,142.87860107421875
2019-06-24,141.30796813964844
2019-06-25,141.35765075683594
2019-06-26,140.07528686523438
2019-06-27,141.30943298339844
2019-06-28,142.2449951171875
2019-07-01,143.3199005126953
2019-07-02,143.45924377441406
2019-07-03,144.6237030029297
2019-07-05,143.76776123046875
2019-07-08,142.94168090820312
2019-07-09,141.6179656982422
2019-07-10,141.926513671875
2019-07-11,142.03599548339844
2019-07-12,139.36863708496094
2019-07-15,140.4435577392578
2019-07-16,139.16958618164062
2019-07-17,138.9904327392578
2019-07-18,142.3246307373047
2019-07-19,140.94117736816406
2019-07-22,140.9511260986328
2019-07-23,141.83692932128906
2019-07-24,142.01609802246094
2019-07-25,142.5336151123047
2019-07-26,141.60801696777344
2019-07-29,142.00613403320312
2019-07-30,142.02603149414062
2019-07-31,139.83642578125
2019-08-01,139.55775451660156
2019-08-02,138.53260803222656
2019-08-05,135.05909729003906
2019-08-06,137.57716369628906
2019-08-07,137.5472869873047
2019-08-08,140.22459411621094
2019-08-09,139.64732360839844
2019-08-12,137.7563018798828
2019-08-13,139.876220703125
2019-08-14,135.71597290039062
2019-08-15,136.54205322265625
2019-08-16,139.68714904785156
2019-08-19,141.04071044921875
2019-08-20,139.40846252441406
2019-08-21,139.6572723388672
2019-08-22,138.90086364746094
2019-08-23,134.76051330566406
2019-08-26,135.75576782226562
2019-08-27,137.5970458984375
2019-08-28,138.83119201660156
2019-08-29,141.01084899902344
2019-08-30,141.4188995361328
2019-09-03,139.2093963623047
2019-09-04,139.59754943847656
2019-09-05,142.27484130859375
2019-09-06,143.64834594726562
2019-09-09,138.70181274414062
2019-09-10,135.9449005126953
2019-09-11,138.8411407470703
2019-09-12,141.07057189941406
2019-09-13,140.35397338867188
2019-09-16,139.98570251464844
2019-09-17,141.6577911376953
2019-09-18,143.27012634277344
2019-09-19,145.06163024902344
2019-09-20,145.7782440185547
2019-09-23,143.9170684814453
2019-09-24,143.8673095703125
2019-09-25,143.27012634277344
2019-09-26,142.25375366210938
2019-09-27,141.05799865722656
2019-09-30,143.91781616210938
2019-10-01,141.41673278808594
2019-10-02,136.623779296875
2019-10-03,138.31776428222656
2019-10-04,141.14767456054688
2019-10-07,139.18466186523438
2019-10-08,135.13906860351562
2019-10-09,136.71347045898438
2019-10-10,138.26792907714844
2019-10-11,138.2280731201172
2019-10-14,138.3077850341797
2019-10-15,137.10206604003906
2019-10-16,136.9027862548828
2019-10-17,137.2814483642578
2019-10-18,137.52059936523438
2019-10-21,137.73980712890625
2019-10-22,136.59388732910156
2019-10-23,137.9590301513672
2019-10-24,135.95616149902344
2019-10-25,135.38816833496094
2019-10-28,135.7269744873047
2019-10-29,136.783203125
2019-10-30,137.75973510742188
2019-10-31,137.33128356933594
2019-11-01,136.085693359375
2019-11-04,134.740478515625
2019-11-05,132.9967041015625
2019-11-06,134.38177490234375
2019-11-07,134.02304077148438
2019-11-08,134.7504425048828
2019-11-11,134.04296875
2019-11-12,135.05934143066406
2019-11-13,136.56398010253906
2019-11-14,135.66717529296875
2019-11-15,142.48294067382812
2019-11-18,139.7327117919922
2019-11-19,143.09078979492188
2019-11-20,142.4530487060547
2019-11-21,142.67225646972656
2019-11-22,142.811767578125
2019-11-25,144.42601013183594
2019-11-26,145.46234130859375
2019-11-27,146.07015991210938
2019-11-29,145.46234130859375
2019-12-02,145.17335510253906
2019-12-03,146.16981506347656
2019-12-04,146.78759765625
2019-12-05,146.6680450439453
2019-12-06,147.69439697265625
2019-12-09,147.00682067871094
2019-12-10,148.3121795654297
2019-12-11,149.1392364501953
2019-12-12,150.76345825195312
2019-12-13,147.99331665039062
2019-12-16,150.90296936035156
2019-12-17,150.2353515625
2019-12-18,149.47802734375
2019-12-19,149.90650939941406
2019-12-20,152.30796813964844
2019-12-23,152.6965789794922
2019-12-24,152.7962188720703
2019-12-26,152.44708251953125
2019-12-27,152.50692749023438
2019-12-30,152.46702575683594
2019-12-31,153.10546875
2020-01-02,154.7314910888672
2020-01-03,153.77383422851562
2020-01-06,154.23272705078125
2020-01-07,155.74900817871094
2020-01-08,155.90859985351562
2020-01-09,157.28524780273438
2020-01-10,157.734130859375
2020-01-13,159.1806182861328
2020-01-14,160.9961700439453
2020-01-15,160.40760803222656
2020-01-16,161.11585998535156
2020-01-17,162.66209411621094
2020-01-21,163.31051635742188
2020-01-22,163.370361328125
2020-01-23,162.08351135253906
2020-01-24,161.8540802001953
2020-01-27,160.806640625
2020-01-28,163.36038208007812
2020-01-29,164.81683349609375
2020-01-30,168.63746643066406
2020-01-31,160.47743225097656
2020-02-03,160.60711669921875
2020-02-04,162.36282348632812
2020-02-05,162.4925079345703
2020-02-06,163.57984924316406
2020-02-07,161.59469604492188
2020-02-10,162.59226989746094
2020-02-11,163.2805633544922
2020-02-12,163.4302215576172
2020-02-13,163.02120971679688
2020-02-14,165.54502868652344
2020-02-18,163.59979248046875
2020-02-19,163.51002502441406
2020-02-20,159.86891174316406
2020-02-21,161.4849853515625
2020-02-24,156.4373321533203
2020-02-25,151.27993774414062
2020-02-26,151.81861877441406
2020-02-27,146.691162109375
2020-02-28,144.22720336914062
2020-03-02,150.32228088378906
2020-03-03,147.17996215820312
2020-03-04,155.599365234375
2020-03-05,149.1052703857422
2020-03-06,148.06777954101562
2020-03-09,141.24447631835938
2020-03-10,143.9578399658203
2020-03-11,139.0299072265625
2020-03-12,128.5754852294922
2020-03-13,141.04498291015625
2020-03-16,127.32852935791016
2020-03-17,131.4584197998047
2020-03-18,127.82730102539062
2020-03-19,123.88694763183594
2020-03-20,123.50786590576172
2020-03-23,121.09378051757812
2020-03-24,128.8348388671875
2020-03-25,129.0044403076172
2020-03-26,138.51443481445312
2020-03-27,138.4345245361328
2020-03-30,140.6721649169922
2020-03-31,138.2646942138672
2020-04-01,128.56488037109375
2020-04-02,136.28677368164062
2020-04-03,135.00811767578125
2020-04-06,141.79098510742188
2020-04-07,138.15481567382812
2020-04-08,144.97764587402344
2020-04-09,145.57701110839844
2020-04-13,145.97659301757812
2020-04-14,151.98028564453125
2020-04-15,152.59962463378906
2020-04-16,154.70741271972656
2020-04-17,156.3656768798828
2020-04-20,155.66641235351562
2020-04-21,153.58859252929688
2020-04-22,160.08177185058594
2020-04-23,160.48133850097656
2020-04-24,164.89671325683594
2020-04-27,169.33204650878906
2020-04-28,165.15643310546875
2020-04-29,164.79681396484375
2020-04-30,163.2884063720703
2020-05-01,160.60122680664062
2020-05-04,160.9508514404297
2020-05-05,164.27735900878906
2020-05-06,163.80784606933594
2020-05-07,163.30836486816406
2020-05-08,161.26051330566406
2020-05-11,161.5402374267578
2020-05-12,160.10174560546875
2020-05-13,159.72213745117188
2020-05-14,161.49029541015625
2020-05-15,163.67799377441406
2020-05-18,162.06968688964844
2020-05-19,158.95294189453125
2020-05-20,158.82308959960938
2020-05-21,157.49449157714844
2020-05-22,158.09385681152344
2020-05-26,158.4135284423828
2020-05-27,160.6112060546875
2020-05-28,163.79786682128906
2020-05-29,166.43508911132812
2020-06-01,165.20639038085938
2020-06-02,166.78472900390625
2020-06-03,169.4619140625
2020-06-04,168.61279296875
2020-06-05,173.0481414794922
2020-06-08,171.32994079589844
2020-06-09,169.27210998535156
2020-06-10,172.5087127685547
2020-06-11,164.7268829345703
2020-06-12,168.20323181152344
2020-06-15,171.36990356445312
2020-06-16,174.7163848876953
2020-06-17,176.14488220214844
2020-06-18,175.8152313232422
2020-06-19,172.7684326171875
2020-06-22,174.6564483642578
2020-06-23,175.40565490722656
2020-06-24,171.27999877929688
2020-06-25,172.14999389648438
2020-06-26,171.7100067138672
2020-06-29,172.3800048828125
2020-06-30,176.8300018310547
2020-07-01,177.16000366210938
2020-07-02,179.67999267578125
2020-07-06,183.0
2020-07-07,182.0399932861328
2020-07-08,184.4199981689453
2020-07-09,185.47000122070312
2020-07-10,183.6699981689453
2020-07-13,182.41000366210938
2020-07-14,185.4499969482422
2020-07-15,188.33999633789062
2020-07-16,188.80999755859375
2020-07-17,190.9499969482422
2020-07-20,193.3699951171875
2020-07-21,195.0
2020-07-22,195.61000061035156
2020-07-23,199.22000122070312
2020-07-24,195.27000427246094
2020-07-27,198.97999572753906
2020-07-28,199.00999450683594
2020-07-29,202.1300048828125
2020-07-30,202.13999938964844
2020-07-31,203.8000030517578
2020-08-03,206.8300018310547
2020-08-04,206.07000732421875
2020-08-05,205.5399932861328
2020-08-06,205.69000244140625
2020-08-07,205.39999389648438
2020-08-10,202.0500030517578
2020-08-11,200.00999450683594
2020-08-12,205.9199981689453
2020-08-13,207.19000244140625
2020-08-14,204.86000061035156
2020-08-17,205.57000732421875
2020-08-18,207.67999267578125
2020-08-19,205.92999267578125
2020-08-20,205.66000366210938
2020-08-21,207.8000030517578
2020-08-24,205.55999755859375
2020-08-25,207.57000732421875
2020-08-26,208.19000244140625
2020-08-27,204.38999938964844
